GOTCHA — "Our model has 0.8% train/test accuracy gap so MI attacks won't be effective." Is this correct?;No. Accuracy gap measures generalization (right or wrong). MI exploits confidence score leakage — the model can be correct on BOTH members and non-members while emitting systematically higher confidence on training data. Example: member gets 0.97, non-member gets 0.81, both correct predictions. The 0.16 confidence gap is what the attacker's classifier reads. Being right on everyone does NOT mean safe from MI. Mnemonic: Right does not equal Safe.;AI-Security::L5::membership-inference::accuracy-gap-gotcha

What is the difference between a label flipping attack and a backdoor trigger attack?;Label flipping: randomly mislabels training samples — degrades overall model accuracy. Random, noisy, and statistically detectable. Backdoor trigger: poisons specific samples with a trigger pattern (e.g. rare Unicode char) — model behaves normally except when trigger is present. Targeted, stealthy, hard to detect without the trigger. Mnemonic: Random vs Targeted — label flipping is a sledgehammer, backdoor is a scalpel.;AI-Security::L4::backdoor-vs-label-flipping::distinction

How does a shadow model attack work for membership inference?;1. Attacker trains a shadow model on similar data that they control. 2. Attacker knows which samples are members vs non-members of their own shadow model. 3. Generate labeled pairs: (confidence_vector, member=1/non-member=0). 4. Train an attack classifier on those pairs. 5. Apply attack classifier against the target model's confidence outputs. Mnemonic: Spy with a twin — train your own copy, label it yourself, teach the attack model.;AI-Security::L5::membership-inference::shadow-model

How do you distinguish memorized training data from hallucination in a language model?;Repetition test at high temperature: send the same prompt 50+ times at temperature=1.5. Hallucinated strings vary every run — the model learned the pattern but not the content. Memorized strings repeat consistently — probability is so high that randomness cannot suppress them. Rule: appears in majority of high-temp runs = likely memorized.;AI-Security::L5::training-data-extraction::repetition-test

Why is a query rate limit implemented in application code insufficient for preventing model stealing?;Application-layer limits can be bypassed by: a compromised endpoint, an insider with code access, hitting different microservice instances that skip the check, or race conditions in rate-limit logic. Infrastructure-layer enforcement (API gateway or service mesh) drops the request before app code ever executes — cannot be bypassed even if the application is compromised. Web3 bridge: same as a Solidity modifier vs a check inside the function body — the modifier runs first unconditionally.;AI-Security::L5::model-stealing::infra-enforcement

What is the one-line distinction between model inversion and model stealing?;Model inversion: start from model outputs and reconstruct training DATA. Model stealing: query the API and clone the MODEL itself. Inversion wants what was IN the training data. Stealing wants the intelligence DERIVED FROM the training data. Mnemonic: Inversion = data. Stealing = model.;AI-Security::L5::model-inversion-vs-stealing::distinction
