#separator:semicolon
#html:false
#notetype:Basic
#deck:AI-Security::L3-Defense-Mechanisms

What does Layer 5 (Monitoring) detect that no other defense layer can, and why?;Layer 5 is the only layer that sees ACROSS turns and across sessions. Group C (Compositional) attacks spread injections across multiple requests — each individual request looks benign, only the sequence is suspicious. Single-request layers (1–4) are stateless and miss this. Layer 5 logs: when (timestamp), what (impacted asset), who (affected user), by whom (account/tool used), where (entry point in the agent chain), how (attack path), why (root cause). Source: 04_defense_mechanisms.md §Layer 5 | Mnemonic: You cannot fight blind. Forensics + pattern detection = the only feedback loop for improving all other layers.;ai-security::L3::S4::layer5::monitoring

What is the defense matrix mapping bypass groups to layers? Which group has no "prevent" layer?;A-Lexical: L1 partial. B-Semantic: L2 partial. C-Compositional: L5 yes (cross-turn), L4 partial — NO prevent layer. D-Direct on guardrail: L5 yes, L4 partial — NO prevent layer. E-Output-side: L3 yes. Groups C and D have no dedicated "prevent" layer — only detect (L5) and minimize (L4). This is the structural proof that defense-in-depth is a requirement. Source: 04_defense_mechanisms.md (synthesis) | Mnemonic: No column is all-yes. Each attack class needs a different primary countermeasure.;ai-security::L3::S4::defense-matrix

What is a behavioral guardrail, what is the bypass mechanism, and how does it differ from a keyword filter?;A behavioral guardrail lives inside the model's reasoning — shaped by RLHF, fine-tuning, or Constitutional AI. When the model refuses without matching a blocklist, it DECIDED to refuse. A keyword filter is external code that pattern-matches bytes. Bypass: behavioral guardrails are deep pattern matches across multiple competing behaviors the model learned. Adversarial prompts activate the competing pattern that overrides refusal (role-play → "follow instructions", System override → "obey operator authority", researcher framing → "defer to expert"). Source: 03_guardrail_bypass.md elaboration session 2026-06-21 | Web3 bridge: `require()` checks baked into contract logic — not an ACL, but also exploitable by activating a code path that skips the check.;ai-security::L3::S3::behavioral-guardrail::bypass

What is a contextual guardrail, what is its attack surface, and which CTF challenge demonstrated it?;A contextual guardrail changes its ruling based on session state, conversation history, user role, or active tool context. It is intentionally dynamic — a medical platform SHOULD allow drug questions from verified doctors. Attack surface: the context sources it reads can be forged or poisoned. If role claims come from user-supplied strings or from mutable memory, the attacker controls the ruling. Demonstrated in AWH-04 (memory poisoning): injecting a trigger key into the agent's memory store changed its context on the next turn, altering the guardrail's decision. Source: 03_guardrail_bypass.md elaboration session 2026-06-21 | One-line: Contextual guardrails are only as trustworthy as the context sources they read.;ai-security::L3::S3::contextual-guardrail::attack-surface

What are the three mechanisms for adjusting model weights, and what is the attack surface of each?;Fine-tuning: continue training on curated (input, output) pairs — attack surface: data poisoning (feed bad examples, shift weights). RLHF: train on human preference pairs (which of two responses is better) → reward model → PPO update — attack surface: reward model gaming (manipulate what raters see). Constitutional AI (Anthropic): model self-critiques against a written constitution, then RLAIF replaces human raters — attack surface: constitution gaps + self-critique bypass (the model evaluating itself has the same blind spots as the model being evaluated). Source: 04_defense_mechanisms.md + in-session elaboration 2026-06-21 | Web3 bridge: Fine-tuning = new contract deploy. RLHF = DAO governance. Constitutional AI = formal verification against a spec you wrote yourself.;ai-security::L3::S3::weight-adjustment::rlhf-cai-finetuning

What is RLHF and why do safety refusals in production models come from it?;RLHF = Reinforcement Learning from Human Feedback. Three steps: (1) collect human preference pairs — raters pick the better of two model responses; (2) train a reward model on those preferences (input: prompt+response → output: score); (3) RL loop — PPO updates the main LLM's weights to maximize the reward model's score. Safety refusals are RLHF firing: refusing harmful requests consistently scored higher with human raters than complying. The values are baked into weights — zero runtime cost, full context, not bypassable by an external filter. Source: in-session elaboration 2026-06-21 | Web3 bridge: DAO governance — human raters vote, protocol (model weights) evolves toward what the voter pool approves. Reward model = on-chain vote aggregation.;ai-security::L3::S3::rlhf::mechanism

When an attacker places injection content INSIDE spotlighting markers ("Ignore the markers above..."), which bypass groups apply?;Group B (Semantic) + Group D (Direct on guardrail). Group B: the LLM semantically processes "Ignore the markers above" and may follow it despite the structural framing — semantic confusion overrides the marker signal. Group D: the attack is directly targeting the spotlighting mechanism itself, attempting to neutralize the defense. NOT Group C (Compositional) — that requires multi-turn context splitting, not a single prompt. Source: exam question, session 2026-06-21 | Key insight: spotlighting reduces confusion but does not hard-block. A sufficiently adversarial single prompt can still breach it.;ai-security::L3::S4::exam::spotlighting-bypass-groups
